Company,Foreign,Data Source,Form Type,Filing date,Period end,R&D Expenses,Revenue,Cost of Revenue,URL
digimarc corporation,False,SEC EDGAR,10-Q,2023-05-11,2023-03-31,7.83,7.84,,https://www.sec.gov/Archives/edgar/data/1438231/000143774923013925/
digimarc corporation,False,SEC EDGAR,10-Q,2023-08-08,2023-06-30,6.16,8.73,,https://www.sec.gov/Archives/edgar/data/1438231/000143774923022530/
digimarc corporation,False,SEC EDGAR,10-Q,2023-11-07,2023-09-30,6.31,8.99,,https://www.sec.gov/Archives/edgar/data/1438231/000143774923030685/
digimarc corporation,False,SEC EDGAR,10-Q,2024-05-03,2024-03-31,6.74,9.94,,https://www.sec.gov/Archives/edgar/data/1438231/000143774924014676/
digimarc corporation,False,SEC EDGAR,10-Q,2024-08-14,2024-06-30,6.64,10.38,,https://www.sec.gov/Archives/edgar/data/1438231/000143774924026877/
digimarc corporation,False,SEC EDGAR,10-Q,2024-11-14,2024-09-30,6.49,9.44,,https://www.sec.gov/Archives/edgar/data/1438231/000143774924035303/
digimarc corporation,False,SEC EDGAR,10-Q,2025-05-06,2025-03-31,7.63,9.37,,https://www.sec.gov/Archives/edgar/data/1438231/000143774925014773/
digimarc corporation,False,SEC EDGAR,10-Q,2025-08-14,2025-06-30,4.54,8.01,,https://www.sec.gov/Archives/edgar/data/1438231/000143774925026996/
digimarc corporation,False,SEC EDGAR,10-Q,2025-11-13,2025-09-30,4.32,7.63,,https://www.sec.gov/Archives/edgar/data/1438231/000143774925034816/
digimarc corporation,False,SEC EDGAR,10-Q,2026-05-13,2026-03-31,3.75,7.58,,https://www.sec.gov/Archives/edgar/data/1438231/000143774926016725/
digital realty trust inc,False,SEC EDGAR,10-Q,2011-08-05,2011-06-30,,267.88,,https://www.sec.gov/Archives/edgar/data/1297996/000119312511212571/
digital realty trust inc,False,SEC EDGAR,10-Q,2011-11-07,2011-09-30,,273.48,,https://www.sec.gov/Archives/edgar/data/1297996/000119312511299989/
digital realty trust inc,False,SEC EDGAR,10-Q,2012-05-07,2012-03-31,,283.15,,https://www.sec.gov/Archives/edgar/data/1297996/000119312512215321/
digital realty trust inc,False,SEC EDGAR,10-Q,2012-08-07,2012-06-30,,303.7,,https://www.sec.gov/Archives/edgar/data/1297996/000119312512341197/
digital realty trust inc,False,SEC EDGAR,10-Q,2012-11-08,2012-09-30,,342.48,,https://www.sec.gov/Archives/edgar/data/1297996/000119312512460448/
digital realty trust inc,False,SEC EDGAR,10-Q,2013-05-08,2013-03-31,,358.37,,https://www.sec.gov/Archives/edgar/data/1297996/000119312513207799/
digital realty trust inc,False,SEC EDGAR,10-Q,2013-08-08,2013-06-30,,363.5,,https://www.sec.gov/Archives/edgar/data/1297996/000119312513327150/
digital realty trust inc,False,SEC EDGAR,10-Q,2013-11-12,2013-09-30,,379.46,,https://www.sec.gov/Archives/edgar/data/1297996/000119312513438489/
digital realty trust inc,False,SEC EDGAR,10-Q,2014-05-12,2014-03-31,,390.59,,https://www.sec.gov/Archives/edgar/data/1297996/000119312514192882/
digital realty trust inc,False,SEC EDGAR,10-Q,2014-08-07,2014-06-30,,401.45,,https://www.sec.gov/Archives/edgar/data/1297996/000119312514300947/
digital realty trust inc,False,SEC EDGAR,10-Q,2014-11-07,2014-09-30,,412.19,,https://www.sec.gov/Archives/edgar/data/1297996/000144530514004965/
digital realty trust inc,False,SEC EDGAR,10-Q,2015-05-08,2015-03-31,,406.61,,https://www.sec.gov/Archives/edgar/data/1297996/000129799615000042/
digital realty trust inc,False,SEC EDGAR,10-Q,2015-08-06,2015-06-30,,420.3,,https://www.sec.gov/Archives/edgar/data/1297996/000129799615000073/
digital realty trust inc,False,SEC EDGAR,10-Q,2015-11-06,2015-09-30,,435.99,,https://www.sec.gov/Archives/edgar/data/1297996/000129799615000092/
digital realty trust inc,False,SEC EDGAR,10-Q,2016-05-06,2016-03-31,,504.2,,https://www.sec.gov/Archives/edgar/data/1297996/000129799616000172/
digital realty trust inc,False,SEC EDGAR,10-Q,2016-08-09,2016-06-30,,514.93,,https://www.sec.gov/Archives/edgar/data/1297996/000129799616000218/
digital realty trust inc,False,SEC EDGAR,10-Q,2016-11-09,2016-09-30,,546.29,,https://www.sec.gov/Archives/edgar/data/1297996/000129799616000268/
digital realty trust inc,False,SEC EDGAR,10-Q,2017-05-10,2017-03-31,,550.57,,https://www.sec.gov/Archives/edgar/data/1297996/000129799617000057/
digital realty trust inc,False,SEC EDGAR,10-Q,2017-08-09,2017-06-30,,565.99,,https://www.sec.gov/Archives/edgar/data/1297996/000129799617000101/
digital realty trust inc,False,SEC EDGAR,10-Q,2017-11-09,2017-09-30,,609.92,,https://www.sec.gov/Archives/edgar/data/1297996/000129799617000155/
digital realty trust inc,False,SEC EDGAR,10-Q,2018-05-08,2018-03-31,,744.37,,https://www.sec.gov/Archives/edgar/data/1297996/000129799618000075/
digital realty trust inc,False,SEC EDGAR,10-Q,2018-08-07,2018-06-30,,754.92,,https://www.sec.gov/Archives/edgar/data/1297996/000129799618000130/
digital realty trust inc,False,SEC EDGAR,10-Q,2018-11-02,2018-09-30,,768.92,,https://www.sec.gov/Archives/edgar/data/1297996/000129799618000144/
digital realty trust inc,False,SEC EDGAR,10-Q,2019-05-10,2019-03-31,,814.51,,https://www.sec.gov/Archives/edgar/data/1297996/000129799619000074/
digital realty trust inc,False,SEC EDGAR,10-Q,2019-08-07,2019-06-30,,800.8,,https://www.sec.gov/Archives/edgar/data/1297996/000129799619000112/
digital realty trust inc,False,SEC EDGAR,10-Q,2019-11-08,2019-09-30,,806.47,,https://www.sec.gov/Archives/edgar/data/1297996/000129799619000151/
digital realty trust inc,False,SEC EDGAR,10-Q,2020-05-11,2020-03-31,,823.34,,https://www.sec.gov/Archives/edgar/data/1297996/000155837020006279/
digital realty trust inc,False,SEC EDGAR,10-Q,2020-08-10,2020-06-30,,993.0,,https://www.sec.gov/Archives/edgar/data/1297996/000155837020009992/
digital realty trust inc,False,SEC EDGAR,10-Q,2020-11-06,2020-09-30,,1024.67,,https://www.sec.gov/Archives/edgar/data/1297996/000155837020013155/
digital realty trust inc,False,SEC EDGAR,10-Q,2021-05-07,2021-03-31,,1090.39,,https://www.sec.gov/Archives/edgar/data/1297996/000155837021006512/
digital realty trust inc,False,SEC EDGAR,10-Q,2021-08-06,2021-06-30,,1093.19,,https://www.sec.gov/Archives/edgar/data/1297996/000155837021010824/
digital realty trust inc,False,SEC EDGAR,10-Q,2021-11-05,2021-09-30,,1133.14,,https://www.sec.gov/Archives/edgar/data/1297996/000155837021014831/
digital realty trust inc,False,SEC EDGAR,10-Q,2022-05-06,2022-03-31,,1127.32,,https://www.sec.gov/Archives/edgar/data/1297996/000155837022007648/
digital realty trust inc,False,SEC EDGAR,10-Q,2022-08-05,2022-06-30,,1139.32,,https://www.sec.gov/Archives/edgar/data/1297996/000155837022012450/
digital realty trust inc,False,SEC EDGAR,10-Q,2022-11-04,2022-09-30,,1192.08,,https://www.sec.gov/Archives/edgar/data/1297996/000155837022016456/
digital realty trust inc,False,SEC EDGAR,10-Q,2023-05-04,2023-03-31,,1338.72,,https://www.sec.gov/Archives/edgar/data/1297996/000155837023008142/
digital realty trust inc,False,SEC EDGAR,10-Q,2023-08-04,2023-06-30,,1366.27,,https://www.sec.gov/Archives/edgar/data/1297996/000155837023013321/
digital realty trust inc,False,SEC EDGAR,10-Q,2023-11-09,2023-09-30,,1402.43,,https://www.sec.gov/Archives/edgar/data/1297996/000155837023018593/
digital realty trust inc,False,SEC EDGAR,10-Q,2024-05-03,2024-03-31,,1331.14,,https://www.sec.gov/Archives/edgar/data/1297996/000155837024006671/
digital realty trust inc,False,SEC EDGAR,10-Q,2024-08-02,2024-06-30,,1356.75,,https://www.sec.gov/Archives/edgar/data/1297996/000155837024010734/
digital realty trust inc,False,SEC EDGAR,10-Q,2024-11-01,2024-09-30,,1431.21,,https://www.sec.gov/Archives/edgar/data/1297996/000155837024014149/
digital realty trust inc,False,SEC EDGAR,10-Q,2025-05-01,2025-03-31,,1407.64,,https://www.sec.gov/Archives/edgar/data/1297996/000155837025006125/
digital realty trust inc,False,SEC EDGAR,10-Q,2025-08-01,2025-06-30,,1493.15,,https://www.sec.gov/Archives/edgar/data/1297996/000155837025009991/
digital realty trust inc,False,SEC EDGAR,10-Q,2025-10-31,2025-09-30,,1577.23,,https://www.sec.gov/Archives/edgar/data/1297996/000110465925104945/
digital realty trust inc,False,SEC EDGAR,10-Q,2026-05-01,2026-03-31,,1635.17,,https://www.sec.gov/Archives/edgar/data/1297996/000110465926054255/
docusign inc,False,SEC EDGAR,10-Q,2018-06-08,2018-04-30,70.87,155.81,58.29,https://www.sec.gov/Archives/edgar/data/1261333/000126133318000009/
docusign inc,False,SEC EDGAR,10-Q,2018-09-06,2018-07-31,33.77,167.04,36.36,https://www.sec.gov/Archives/edgar/data/1261333/000126133318000017/
docusign inc,False,SEC EDGAR,10-Q,2018-12-07,2018-10-31,38.4,178.38,45.07,https://www.sec.gov/Archives/edgar/data/1261333/000126133318000027/
docusign inc,False,SEC EDGAR,10-Q,2019-06-07,2019-04-30,37.18,213.96,52.02,https://www.sec.gov/Archives/edgar/data/1261333/000126133319000041/
docusign inc,False,SEC EDGAR,10-Q,2019-09-06,2019-07-31,47.52,235.61,61.18,https://www.sec.gov/Archives/edgar/data/1261333/000126133319000077/
docusign inc,False,SEC EDGAR,10-Q,2019-12-06,2019-10-31,48.76,249.5,61.96,https://www.sec.gov/Archives/edgar/data/1261333/000126133319000108/
docusign inc,False,SEC EDGAR,10-Q,2020-06-05,2020-04-30,54.23,297.02,74.03,https://www.sec.gov/Archives/edgar/data/1261333/000126133320000115/
docusign inc,False,SEC EDGAR,10-Q,2020-09-04,2020-07-31,63.79,342.21,90.61,https://www.sec.gov/Archives/edgar/data/1261333/000126133320000187/
docusign inc,False,SEC EDGAR,10-Q,2020-12-04,2020-10-31,73.36,382.92,97.83,https://www.sec.gov/Archives/edgar/data/1261333/000126133320000260/
docusign inc,False,SEC EDGAR,10-Q,2021-06-04,2021-04-30,85.42,469.08,105.24,https://www.sec.gov/Archives/edgar/data/1261333/000126133321000108/
docusign inc,False,SEC EDGAR,10-Q,2021-09-03,2021-07-31,94.65,511.84,113.78,https://www.sec.gov/Archives/edgar/data/1261333/000126133321000163/
docusign inc,False,SEC EDGAR,10-Q,2021-12-06,2021-10-31,102.6,545.46,115.97,https://www.sec.gov/Archives/edgar/data/1261333/000126133321000214/
docusign inc,False,SEC EDGAR,10-Q,2022-06-09,2022-04-30,112.23,588.69,132.42,https://www.sec.gov/Archives/edgar/data/1261333/000126133322000105/
docusign inc,False,SEC EDGAR,10-Q,2022-09-08,2022-07-31,126.53,622.18,136.7,https://www.sec.gov/Archives/edgar/data/1261333/000126133322000163/
docusign inc,False,SEC EDGAR,10-Q,2022-12-08,2022-10-31,115.93,645.46,129.54,https://www.sec.gov/Archives/edgar/data/1261333/000126133322000201/
docusign inc,False,SEC EDGAR,10-Q,2023-06-08,2023-04-30,115.36,661.39,136.49,https://www.sec.gov/Archives/edgar/data/1261333/000126133323000070/
docusign inc,False,SEC EDGAR,10-Q,2023-09-07,2023-07-31,135.96,687.69,145.58,https://www.sec.gov/Archives/edgar/data/1261333/000126133323000079/
docusign inc,False,SEC EDGAR,10-Q,2023-12-08,2023-10-31,136.64,700.42,142.65,https://www.sec.gov/Archives/edgar/data/1261333/000126133323000103/
docusign inc,False,SEC EDGAR,10-Q,2024-06-07,2024-04-30,134.32,709.64,149.45,https://www.sec.gov/Archives/edgar/data/1261333/000126133324000087/
docusign inc,False,SEC EDGAR,10-Q,2024-09-06,2024-07-31,147.57,736.03,155.47,https://www.sec.gov/Archives/edgar/data/1261333/000126133324000121/
docusign inc,False,SEC EDGAR,10-Q,2024-12-06,2024-10-31,151.1,754.82,156.54,https://www.sec.gov/Archives/edgar/data/1261333/000126133324000151/
docusign inc,False,SEC EDGAR,10-Q,2025-06-06,2025-04-30,159.45,763.65,157.27,https://www.sec.gov/Archives/edgar/data/1261333/000126133325000075/
docusign inc,False,SEC EDGAR,10-Q,2025-09-05,2025-07-31,169.63,800.64,165.46,https://www.sec.gov/Archives/edgar/data/1261333/000126133325000132/
docusign inc,False,SEC EDGAR,10-Q,2025-12-05,2025-10-31,167.63,818.35,170.55,https://www.sec.gov/Archives/edgar/data/1261333/000126133325000150/
doordash inc,False,SEC EDGAR,10-Q,2021-05-14,2021-03-31,82.0,1077.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828021010313/
doordash inc,False,SEC EDGAR,10-Q,2021-08-13,2021-06-30,100.0,1236.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828021016985/
doordash inc,False,SEC EDGAR,10-Q,2021-11-10,2021-09-30,115.0,1275.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828021022884/
doordash inc,False,SEC EDGAR,10-Q,2022-05-06,2022-03-31,148.0,1456.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828022013038/
doordash inc,False,SEC EDGAR,10-Q,2022-08-05,2022-06-30,205.0,1608.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828022021372/
doordash inc,False,SEC EDGAR,10-Q,2022-11-04,2022-09-30,226.0,1701.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828022028457/
doordash inc,False,SEC EDGAR,10-Q,2023-05-05,2023-03-31,231.0,2035.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828023016140/
doordash inc,False,SEC EDGAR,10-Q,2023-08-02,2023-06-30,269.0,2133.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828023026756/
doordash inc,False,SEC EDGAR,10-Q,2023-11-01,2023-09-30,250.0,2164.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828023035973/
doordash inc,False,SEC EDGAR,10-Q,2024-05-01,2024-03-31,279.0,2513.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828024019605/
doordash inc,False,SEC EDGAR,10-Q,2024-08-01,2024-06-30,303.0,2630.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828024034131/
doordash inc,False,SEC EDGAR,10-Q,2024-10-30,2024-09-30,289.0,2706.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828024044312/
doordash inc,False,SEC EDGAR,10-Q,2025-05-07,2025-03-31,306.0,3032.0,,https://www.sec.gov/Archives/edgar/data/1792789/000162828025023171/
doordash inc,False,SEC EDGAR,10-Q,2025-08-06,2025-06-30,351.0,3284.0,,https://www.sec.gov/Archives/edgar/data/1792789/000179278925000012/
doordash inc,False,SEC EDGAR,10-Q,2025-11-06,2025-09-30,355.0,3446.0,,https://www.sec.gov/Archives/edgar/data/1792789/000179278925000020/
doordash inc,False,SEC EDGAR,10-Q,2026-05-06,2026-03-31,398.0,4036.0,,https://www.sec.gov/Archives/edgar/data/1792789/000179278926000037/
duke energy corporation,False,SEC EDGAR,10-Q,2009-08-07,2009-06-30,,2913.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312509168607/
duke energy corporation,False,SEC EDGAR,10-Q,2009-11-06,2009-09-30,,3396.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312509227231/
duke energy corporation,False,SEC EDGAR,10-Q,2010-08-06,2010-06-30,,3287.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312510181227/
duke energy corporation,False,SEC EDGAR,10-Q,2010-11-05,2010-09-30,,3946.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312510249670/
duke energy corporation,False,SEC EDGAR,10-Q,2011-05-09,2011-03-31,,3663.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312511132025/
duke energy corporation,False,SEC EDGAR,10-Q,2011-08-08,2011-06-30,,3534.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312511213908/
duke energy corporation,False,SEC EDGAR,10-Q,2011-11-08,2011-09-30,,3964.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312511301773/
duke energy corporation,False,SEC EDGAR,10-Q,2012-05-09,2012-03-31,,3630.0,,https://www.sec.gov/Archives/edgar/data/1326160/000119312512220901/
duke energy corporation,False,SEC EDGAR,10-Q,2012-08-08,2012-06-30,,3577.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616012000008/
duke energy corporation,False,SEC EDGAR,10-Q,2012-11-08,2012-09-30,,6722.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616012000010/
duke energy corporation,False,SEC EDGAR,10-Q,2013-05-09,2013-03-31,,5898.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616013000014/
duke energy corporation,False,SEC EDGAR,10-Q,2013-08-08,2013-06-30,,5879.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616013000032/
duke energy corporation,False,SEC EDGAR,10-Q,2013-11-08,2013-09-30,,6709.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616013000042/
duke energy corporation,False,SEC EDGAR,10-Q,2014-05-09,2014-03-31,,6624.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616014000005/
duke energy corporation,False,SEC EDGAR,10-Q,2014-08-07,2014-06-30,,5949.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616014000022/
duke energy corporation,False,SEC EDGAR,10-Q,2014-11-07,2014-09-30,,6395.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616014000032/
duke energy corporation,False,SEC EDGAR,10-Q,2015-05-08,2015-03-31,,6065.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616015000076/
duke energy corporation,False,SEC EDGAR,10-Q,2015-08-07,2015-06-30,,5589.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616015000151/
duke energy corporation,False,SEC EDGAR,10-Q,2015-11-05,2015-09-30,,6483.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616015000178/
duke energy corporation,False,SEC EDGAR,10-Q,2016-05-05,2016-03-31,,5622.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616016000296/
duke energy corporation,False,SEC EDGAR,10-Q,2016-08-04,2016-06-30,,5484.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616016000356/
duke energy corporation,False,SEC EDGAR,10-Q,2016-11-04,2016-09-30,,6821.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616016000411/
duke energy corporation,False,SEC EDGAR,10-Q,2017-08-03,2017-06-30,,5555.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616017000151/
duke energy corporation,False,SEC EDGAR,10-Q,2018-05-10,2018-03-31,,5928.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616018000139/
duke energy corporation,False,SEC EDGAR,10-Q,2018-08-02,2018-06-30,,5467.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616018000176/
duke energy corporation,False,SEC EDGAR,10-Q,2018-11-02,2018-09-30,,6451.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616018000201/
duke energy corporation,False,SEC EDGAR,10-Q,2019-05-09,2019-03-31,,5998.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616019000151/
duke energy corporation,False,SEC EDGAR,10-Q,2019-08-06,2019-06-30,,5695.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616019000189/
duke energy corporation,False,SEC EDGAR,10-Q,2019-11-08,2019-09-30,,6792.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616019000229/
duke energy corporation,False,SEC EDGAR,10-Q,2020-05-12,2020-03-31,,5800.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616020000152/
duke energy corporation,False,SEC EDGAR,10-Q,2020-08-10,2020-06-30,,5338.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616020000201/
duke energy corporation,False,SEC EDGAR,10-Q,2020-11-05,2020-09-30,,6658.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616020000224/
duke energy corporation,False,SEC EDGAR,10-Q,2021-05-10,2021-03-31,,6094.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000136/
duke energy corporation,False,SEC EDGAR,10-Q,2021-08-05,2021-06-30,,5667.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000216/
duke energy corporation,False,SEC EDGAR,10-Q,2021-11-04,2021-09-30,,6894.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000231/
duke energy corporation,False,SEC EDGAR,10-Q,2022-05-09,2022-03-31,,7042.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616022000179/
duke energy corporation,False,SEC EDGAR,10-Q,2022-08-04,2022-06-30,,6606.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616022000246/
duke energy corporation,False,SEC EDGAR,10-Q,2022-11-04,2022-09-30,,7942.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616022000279/
duke energy corporation,False,SEC EDGAR,10-Q,2023-05-09,2023-03-31,,7101.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616023000148/
duke energy corporation,False,SEC EDGAR,10-Q,2023-08-08,2023-06-30,,6473.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616023000172/
duke energy corporation,False,SEC EDGAR,10-Q,2023-11-02,2023-09-30,,7977.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616023000191/
duke energy corporation,False,SEC EDGAR,10-Q,2024-05-07,2024-03-31,,7532.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000108/
duke energy corporation,False,SEC EDGAR,10-Q,2024-08-06,2024-06-30,,7151.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000167/
duke energy corporation,False,SEC EDGAR,10-Q,2024-11-07,2024-09-30,,8127.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000181/
duke energy corporation,False,SEC EDGAR,10-Q,2025-05-06,2025-03-31,,8218.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616025000150/
duke energy corporation,False,SEC EDGAR,10-Q,2025-08-05,2025-06-30,,7373.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616025000168/
duke energy corporation,False,SEC EDGAR,10-Q,2025-11-07,2025-09-30,,8377.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616025000192/
duke energy corporation,False,SEC EDGAR,10-Q,2026-05-05,2026-03-31,,8995.0,,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000026/
