Company,Foreign,Data Source,Form Type,Filing date,Period end,R&D Expenses,Revenue,Cost of Revenue,URL
lendingclub corporation,False,SEC EDGAR,10-Q,2016-05-16,2016-03-31,24.2,152.29,,https://www.sec.gov/Archives/edgar/data/1409970/000140997016002140/
lendingclub corporation,False,SEC EDGAR,10-Q,2016-08-09,2016-06-30,29.21,103.44,,https://www.sec.gov/Archives/edgar/data/1409970/000140997016002520/
lendingclub corporation,False,SEC EDGAR,10-Q,2016-11-09,2016-09-30,29.43,114.56,,https://www.sec.gov/Archives/edgar/data/1409970/000140997016002922/
lendingclub corporation,False,SEC EDGAR,10-Q,2017-05-05,2017-03-31,35.76,124.48,,https://www.sec.gov/Archives/edgar/data/1409970/000140997017000553/
lendingclub corporation,False,SEC EDGAR,10-Q,2017-08-08,2017-06-30,35.72,139.57,,https://www.sec.gov/Archives/edgar/data/1409970/000140997017000981/
lendingclub corporation,False,SEC EDGAR,10-Q,2017-11-08,2017-09-30,32.86,154.03,,https://www.sec.gov/Archives/edgar/data/1409970/000140997017001382/
lendingclub corporation,False,SEC EDGAR,10-Q,2018-05-09,2018-03-31,36.84,112.06,,https://www.sec.gov/Archives/edgar/data/1409970/000140997018000573/
lendingclub corporation,False,SEC EDGAR,10-Q,2018-08-08,2018-06-30,37.65,136.88,,https://www.sec.gov/Archives/edgar/data/1409970/000140997018000970/
lendingclub corporation,False,SEC EDGAR,10-Q,2018-11-07,2018-09-30,41.22,138.87,,https://www.sec.gov/Archives/edgar/data/1409970/000140997018001371/
lendingclub corporation,False,SEC EDGAR,10-Q,2019-05-08,2019-03-31,42.55,174.42,,https://www.sec.gov/Archives/edgar/data/1409970/000140997019000563/
lendingclub corporation,False,SEC EDGAR,10-Q,2019-08-07,2019-06-30,43.3,190.81,,https://www.sec.gov/Archives/edgar/data/1409970/000140997019000976/
lendingclub corporation,False,SEC EDGAR,10-Q,2019-11-06,2019-09-30,41.45,204.9,,https://www.sec.gov/Archives/edgar/data/1409970/000140997019001368/
lendingclub corporation,False,SEC EDGAR,10-Q,2020-05-06,2020-03-31,38.71,120.21,,https://www.sec.gov/Archives/edgar/data/1409970/000140997020000576/
lendingclub corporation,False,SEC EDGAR,10-Q,2020-08-05,2020-06-30,39.17,43.87,,https://www.sec.gov/Archives/edgar/data/1409970/000140997020000975/
lendingclub corporation,False,SEC EDGAR,10-Q,2020-11-05,2020-09-30,31.98,74.71,,https://www.sec.gov/Archives/edgar/data/1409970/000140997020001376/
lendingclub corporation,False,SEC EDGAR,10-Q,2021-05-07,2021-03-31,,105.84,,https://www.sec.gov/Archives/edgar/data/1409970/000140997021000031/
lendingclub corporation,False,SEC EDGAR,10-Q,2021-08-04,2021-06-30,,204.38,,https://www.sec.gov/Archives/edgar/data/1409970/000140997021000059/
lendingclub corporation,False,SEC EDGAR,10-Q,2021-11-03,2021-09-30,,246.17,,https://www.sec.gov/Archives/edgar/data/1409970/000140997021000070/
lendingclub corporation,False,SEC EDGAR,10-Q,2022-05-04,2022-03-31,,289.54,,https://www.sec.gov/Archives/edgar/data/1409970/000140997022000022/
lendingclub corporation,False,SEC EDGAR,10-Q,2022-08-01,2022-06-30,,330.06,,https://www.sec.gov/Archives/edgar/data/1409970/000140997022000042/
lendingclub corporation,False,SEC EDGAR,10-Q,2022-11-01,2022-09-30,,304.91,,https://www.sec.gov/Archives/edgar/data/1409970/000140997022000051/
lendingclub corporation,False,SEC EDGAR,10-Q,2023-05-02,2023-03-31,,245.69,,https://www.sec.gov/Archives/edgar/data/1409970/000140997023000039/
lendingclub corporation,False,SEC EDGAR,10-Q,2023-07-31,2023-06-30,,232.47,,https://www.sec.gov/Archives/edgar/data/1409970/000140997023000051/
lendingclub corporation,False,SEC EDGAR,10-Q,2023-10-30,2023-09-30,,200.85,,https://www.sec.gov/Archives/edgar/data/1409970/000140997023000058/
lendingclub corporation,False,SEC EDGAR,10-Q,2024-05-01,2024-03-31,,180.69,,https://www.sec.gov/Archives/edgar/data/1409970/000140997024000024/
lendingclub corporation,False,SEC EDGAR,10-Q,2024-08-01,2024-06-30,,187.24,,https://www.sec.gov/Archives/edgar/data/1409970/000140997024000039/
lendingclub corporation,False,SEC EDGAR,10-Q,2024-10-30,2024-09-30,,201.88,,https://www.sec.gov/Archives/edgar/data/1409970/000140997024000049/
lendingclub corporation,False,SEC EDGAR,10-Q,2025-05-01,2025-03-31,,217.71,,https://www.sec.gov/Archives/edgar/data/1409970/000140997025000018/
lendingclub corporation,False,SEC EDGAR,10-Q,2025-07-31,2025-06-30,,248.44,,https://www.sec.gov/Archives/edgar/data/1409970/000140997025000029/
lendingclub corporation,False,SEC EDGAR,10-Q,2025-10-30,2025-09-30,,266.23,,https://www.sec.gov/Archives/edgar/data/1409970/000140997025000074/
lendingclub corporation,False,SEC EDGAR,10-Q,2026-04-30,2026-03-31,,252.25,,https://www.sec.gov/Archives/edgar/data/1409970/000140997026000062/
lg display co ltd,False,Yahoo Finance,Annual,2022-12-31,2022-12-31,1096.92,20751.1,19859.16,https://finance.yahoo.com/quote/LPL/financials
lg display co ltd,False,Yahoo Finance,Annual,2023-12-31,2023-12-31,1079.68,16692.87,16422.75,https://finance.yahoo.com/quote/LPL/financials
lg display co ltd,False,Yahoo Finance,Quarterly,2024-12-31,2024-12-31,256.61,5337.96,4724.13,https://finance.yahoo.com/quote/LPL/financials
lg display co ltd,False,Yahoo Finance,Quarterly,2025-03-31,2025-03-31,238.91,4127.71,3622.2,https://finance.yahoo.com/quote/LPL/financials
lg display co ltd,False,Yahoo Finance,Quarterly,2025-06-30,2025-06-30,247.88,4097.24,3724.91,https://finance.yahoo.com/quote/LPL/financials
lg display co ltd,False,Yahoo Finance,Quarterly,2025-09-30,2025-09-30,246.06,4971.65,4156.8,https://finance.yahoo.com/quote/LPL/financials
lg display co ltd,False,Yahoo Finance,Quarterly,2025-12-31,2025-12-31,262.46,5007.86,4322.35,https://finance.yahoo.com/quote/LPL/financials
lightwave logic inc,False,SEC EDGAR,10-Q,2011-08-15,2011-06-30,0.5,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000094344011000483/
lightwave logic inc,False,SEC EDGAR,10-Q,2011-11-14,2011-09-30,0.32,,,https://www.sec.gov/Archives/edgar/data/1325964/000094344011000854/
lightwave logic inc,False,SEC EDGAR,10-Q,2012-05-15,2012-03-31,0.47,,,https://www.sec.gov/Archives/edgar/data/1325964/000094344012000548/
lightwave logic inc,False,SEC EDGAR,10-Q,2012-08-14,2012-06-30,0.46,,,https://www.sec.gov/Archives/edgar/data/1325964/000094344012000902/
lightwave logic inc,False,SEC EDGAR,10-Q,2013-05-15,2013-03-31,0.46,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335013000173/
lightwave logic inc,False,SEC EDGAR,10-Q,2013-08-14,2013-06-30,0.53,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335013000595/
lightwave logic inc,False,SEC EDGAR,10-Q,2013-11-14,2013-09-30,0.58,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335013000912/
lightwave logic inc,False,SEC EDGAR,10-Q,2014-05-14,2014-03-31,0.59,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000155335014000531/
lightwave logic inc,False,SEC EDGAR,10-Q,2014-08-14,2014-06-30,0.62,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335014000940/
lightwave logic inc,False,SEC EDGAR,10-Q,2014-11-14,2014-09-30,0.74,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335014001392/
lightwave logic inc,False,SEC EDGAR,10-Q,2015-05-15,2015-03-31,0.65,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000155335015000488/
lightwave logic inc,False,SEC EDGAR,10-Q,2015-08-12,2015-06-30,0.62,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335015000837/
lightwave logic inc,False,SEC EDGAR,10-Q,2015-11-16,2015-09-30,1.05,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335015001247/
lightwave logic inc,False,SEC EDGAR,10-Q,2016-05-16,2016-03-31,0.6,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335016002056/
lightwave logic inc,False,SEC EDGAR,10-Q,2016-08-15,2016-06-30,0.59,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335016002356/
lightwave logic inc,False,SEC EDGAR,10-Q,2016-11-14,2016-09-30,0.59,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335016002662/
lightwave logic inc,False,SEC EDGAR,10-Q,2017-05-15,2017-03-31,0.73,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335017000595/
lightwave logic inc,False,SEC EDGAR,10-Q,2017-08-14,2017-06-30,0.84,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335017000939/
lightwave logic inc,False,SEC EDGAR,10-Q,2017-11-14,2017-09-30,0.82,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335017001229/
lightwave logic inc,False,SEC EDGAR,10-Q,2018-05-10,2018-03-31,0.9,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335018000524/
lightwave logic inc,False,SEC EDGAR,10-Q,2018-08-09,2018-06-30,0.94,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335018000917/
lightwave logic inc,False,SEC EDGAR,10-Q,2018-11-09,2018-09-30,0.98,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335018001209/
lightwave logic inc,False,SEC EDGAR,10-Q,2019-05-10,2019-03-31,1.15,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335019000504/
lightwave logic inc,False,SEC EDGAR,10-Q,2019-08-09,2019-06-30,1.07,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335019000787/
lightwave logic inc,False,SEC EDGAR,10-Q,2019-11-12,2019-09-30,1.13,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335019001158/
lightwave logic inc,False,SEC EDGAR,10-Q,2020-05-11,2020-03-31,1.19,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335020000413/
lightwave logic inc,False,SEC EDGAR,10-Q,2020-08-10,2020-06-30,1.06,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335020000723/
lightwave logic inc,False,SEC EDGAR,10-Q,2020-11-09,2020-09-30,1.15,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335020000973/
lightwave logic inc,False,SEC EDGAR,10-Q,2021-05-17,2021-03-31,1.35,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335021000415/
lightwave logic inc,False,SEC EDGAR,10-Q,2021-08-16,2021-06-30,2.78,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335021000702/
lightwave logic inc,False,SEC EDGAR,10-Q,2021-11-15,2021-09-30,3.63,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000155335021001032/
lightwave logic inc,False,SEC EDGAR,10-Q,2022-05-10,2022-03-31,2.63,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335022000418/
lightwave logic inc,False,SEC EDGAR,10-Q,2022-08-09,2022-06-30,2.78,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335022000654/
lightwave logic inc,False,SEC EDGAR,10-Q,2022-11-09,2022-09-30,3.59,,,https://www.sec.gov/Archives/edgar/data/1325964/000155335022000876/
lightwave logic inc,False,SEC EDGAR,10-Q,2023-05-10,2023-03-31,3.8,,,https://www.sec.gov/Archives/edgar/data/1325964/000107997323000650/
lightwave logic inc,False,SEC EDGAR,10-Q,2023-08-09,2023-06-30,4.17,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000107997323001101/
lightwave logic inc,False,SEC EDGAR,10-Q,2023-11-09,2023-09-30,4.04,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000107997323001541/
lightwave logic inc,False,SEC EDGAR,10-Q,2024-05-10,2024-03-31,4.62,0.01,0.01,https://www.sec.gov/Archives/edgar/data/1325964/000155335024000021/
lightwave logic inc,False,SEC EDGAR,10-Q,2024-08-09,2024-06-30,4.36,0.0,,https://www.sec.gov/Archives/edgar/data/1325964/000107997324001191/
lightwave logic inc,False,SEC EDGAR,10-Q,2024-11-12,2024-09-30,3.83,0.0,0.0,https://www.sec.gov/Archives/edgar/data/1325964/000107997324001503/
lightwave logic inc,False,SEC EDGAR,10-Q,2025-05-13,2025-03-31,3.09,0.01,0.0,https://www.sec.gov/Archives/edgar/data/1325964/000107997325000793/
lightwave logic inc,False,SEC EDGAR,10-Q,2025-08-14,2025-06-30,2.64,0.0,0.0,https://www.sec.gov/Archives/edgar/data/1325964/000107997325001293/
lightwave logic inc,False,SEC EDGAR,10-Q,2025-11-14,2025-09-30,2.92,0.0,0.0,https://www.sec.gov/Archives/edgar/data/1325964/000107997325001745/
liveperson inc,False,SEC EDGAR,10-Q,2011-08-08,2011-06-30,5.02,31.85,8.69,https://www.sec.gov/Archives/edgar/data/1102993/000114420411044497/
liveperson inc,False,SEC EDGAR,10-Q,2011-11-08,2011-09-30,5.27,34.35,8.37,https://www.sec.gov/Archives/edgar/data/1102993/000114420411061866/
liveperson inc,False,SEC EDGAR,10-Q,2012-05-09,2012-03-31,6.66,36.76,7.92,https://www.sec.gov/Archives/edgar/data/1102993/000114420412027056/
liveperson inc,False,SEC EDGAR,10-Q,2012-08-08,2012-06-30,7.22,38.51,8.49,https://www.sec.gov/Archives/edgar/data/1102993/000114420412043499/
liveperson inc,False,SEC EDGAR,10-Q,2012-11-09,2012-09-30,8.01,39.67,9.04,https://www.sec.gov/Archives/edgar/data/1102993/000114420412060711/
liveperson inc,False,SEC EDGAR,10-Q,2013-05-10,2013-03-31,8.02,42.5,10.13,https://www.sec.gov/Archives/edgar/data/1102993/000114420413027746/
liveperson inc,False,SEC EDGAR,10-Q,2013-08-08,2013-06-30,9.05,43.23,10.61,https://www.sec.gov/Archives/edgar/data/1102993/000114420413043891/
liveperson inc,False,SEC EDGAR,10-Q,2013-11-07,2013-09-30,10.02,45.19,10.6,https://www.sec.gov/Archives/edgar/data/1102993/000144530513002824/
liveperson inc,False,SEC EDGAR,10-Q,2014-05-09,2014-03-31,8.95,47.83,11.73,https://www.sec.gov/Archives/edgar/data/1102993/000144530514002062/
liveperson inc,False,SEC EDGAR,10-Q,2014-08-01,2014-06-30,9.34,51.09,13.16,https://www.sec.gov/Archives/edgar/data/1102993/000144530514003306/
liveperson inc,False,SEC EDGAR,10-Q,2014-11-07,2014-09-30,9.71,52.79,13.3,https://www.sec.gov/Archives/edgar/data/1102993/000144530514004934/
liveperson inc,False,SEC EDGAR,10-Q,2015-05-11,2015-03-31,9.8,59.77,16.25,https://www.sec.gov/Archives/edgar/data/1102993/000162828015004055/
liveperson inc,False,SEC EDGAR,10-Q,2015-08-07,2015-06-30,10.11,59.33,17.89,https://www.sec.gov/Archives/edgar/data/1102993/000162828015006283/
liveperson inc,False,SEC EDGAR,10-Q,2015-11-09,2015-09-30,9.57,60.76,16.94,https://www.sec.gov/Archives/edgar/data/1102993/000162828015008521/
liveperson inc,False,SEC EDGAR,10-Q,2016-05-10,2016-03-31,9.21,55.46,15.86,https://www.sec.gov/Archives/edgar/data/1102993/000110299316000032/
liveperson inc,False,SEC EDGAR,10-Q,2016-07-29,2016-06-30,10.72,56.68,17.51,https://www.sec.gov/Archives/edgar/data/1102993/000110299316000069/
liveperson inc,False,SEC EDGAR,10-Q,2016-11-09,2016-09-30,9.49,54.52,14.84,https://www.sec.gov/Archives/edgar/data/1102993/000110299316000097/
liveperson inc,False,SEC EDGAR,10-Q,2017-05-10,2017-03-31,9.96,50.92,13.78,https://www.sec.gov/Archives/edgar/data/1102993/000110299317000057/
liveperson inc,False,SEC EDGAR,10-Q,2017-07-28,2017-06-30,9.33,54.07,15.13,https://www.sec.gov/Archives/edgar/data/1102993/000110299317000092/
liveperson inc,False,SEC EDGAR,10-Q,2017-11-09,2017-09-30,9.73,56.49,14.54,https://www.sec.gov/Archives/edgar/data/1102993/000110299317000121/
liveperson inc,False,SEC EDGAR,10-Q,2018-05-08,2018-03-31,13.25,58.24,13.95,https://www.sec.gov/Archives/edgar/data/1102993/000110299318000072/
liveperson inc,False,SEC EDGAR,10-Q,2018-08-06,2018-06-30,14.22,61.66,16.04,https://www.sec.gov/Archives/edgar/data/1102993/000110299318000133/
liveperson inc,False,SEC EDGAR,10-Q,2018-11-09,2018-09-30,13.48,64.21,15.69,https://www.sec.gov/Archives/edgar/data/1102993/000110299318000152/
liveperson inc,False,SEC EDGAR,10-Q,2019-05-07,2019-03-31,18.17,66.4,18.65,https://www.sec.gov/Archives/edgar/data/1102993/000110299319000059/
liveperson inc,False,SEC EDGAR,10-Q,2019-08-02,2019-06-30,20.18,70.96,18.05,https://www.sec.gov/Archives/edgar/data/1102993/000110299319000104/
liveperson inc,False,SEC EDGAR,10-Q,2019-11-08,2019-09-30,20.58,75.17,20.12,https://www.sec.gov/Archives/edgar/data/1102993/000110299319000120/
liveperson inc,False,SEC EDGAR,10-Q,2020-05-11,2020-03-31,25.72,78.09,22.82,https://www.sec.gov/Archives/edgar/data/1102993/000110299320000051/
liveperson inc,False,SEC EDGAR,10-Q,2020-08-07,2020-06-30,26.97,91.6,27.71,https://www.sec.gov/Archives/edgar/data/1102993/000110299320000124/
liveperson inc,False,SEC EDGAR,10-Q,2020-11-09,2020-09-30,27.74,94.8,27.69,https://www.sec.gov/Archives/edgar/data/1102993/000110299320000149/
liveperson inc,False,SEC EDGAR,10-Q,2021-05-07,2021-03-31,33.45,107.89,33.52,https://www.sec.gov/Archives/edgar/data/1102993/000110299321000084/
liveperson inc,False,SEC EDGAR,10-Q,2021-08-04,2021-06-30,37.53,119.61,40.06,https://www.sec.gov/Archives/edgar/data/1102993/000110299321000120/
liveperson inc,False,SEC EDGAR,10-Q,2021-11-03,2021-09-30,41.73,118.33,38.8,https://www.sec.gov/Archives/edgar/data/1102993/000110299321000134/
liveperson inc,False,SEC EDGAR,10-Q,2022-05-10,2022-03-31,56.07,130.2,49.57,https://www.sec.gov/Archives/edgar/data/1102993/000110299322000043/
liveperson inc,False,SEC EDGAR,10-Q,2022-08-09,2022-06-30,55.75,132.56,45.05,https://www.sec.gov/Archives/edgar/data/1102993/000110299322000059/
liveperson inc,False,SEC EDGAR,10-Q,2022-11-08,2022-09-30,44.74,129.56,43.68,https://www.sec.gov/Archives/edgar/data/1102993/000110299322000080/
liveperson inc,False,SEC EDGAR,10-Q,2023-05-11,2023-03-31,36.52,107.66,43.1,https://www.sec.gov/Archives/edgar/data/1102993/000110299323000048/
liveperson inc,False,SEC EDGAR,10-Q,2023-08-09,2023-06-30,22.84,97.52,30.89,https://www.sec.gov/Archives/edgar/data/1102993/000110299323000070/
liveperson inc,False,SEC EDGAR,10-Q,2023-11-09,2023-09-30,35.58,101.33,31.98,https://www.sec.gov/Archives/edgar/data/1102993/000110299323000133/
liveperson inc,False,SEC EDGAR,10-Q,2024-05-10,2024-03-31,30.12,85.15,29.46,https://www.sec.gov/Archives/edgar/data/1102993/000110299324000077/
liveperson inc,False,SEC EDGAR,10-Q,2024-08-07,2024-06-30,24.84,79.88,21.21,https://www.sec.gov/Archives/edgar/data/1102993/000110299324000111/
liveperson inc,False,SEC EDGAR,10-Q,2024-11-08,2024-09-30,22.92,74.24,24.55,https://www.sec.gov/Archives/edgar/data/1102993/000110299324000173/
liveperson inc,False,SEC EDGAR,10-Q,2025-05-08,2025-03-31,16.03,64.7,18.22,https://www.sec.gov/Archives/edgar/data/1102993/000110299325000053/
liveperson inc,False,SEC EDGAR,10-Q,2025-08-13,2025-06-30,13.84,59.6,18.04,https://www.sec.gov/Archives/edgar/data/1102993/000110299325000108/
liveperson inc,False,SEC EDGAR,10-Q,2025-11-13,2025-09-30,13.38,60.15,17.22,https://www.sec.gov/Archives/edgar/data/1102993/000110299325000187/
liveperson inc,False,SEC EDGAR,10-Q,2026-05-08,2026-03-31,12.18,56.96,15.53,https://www.sec.gov/Archives/edgar/data/1102993/000110299326000025/
lockheed martin corporation,False,SEC EDGAR,10-Q,2009-07-22,2009-06-28,,11236.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312509153203/
lockheed martin corporation,False,SEC EDGAR,10-Q,2009-10-23,2009-09-27,,11056.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312509212119/
lockheed martin corporation,False,SEC EDGAR,10-Q,2010-04-21,2010-03-28,,10637.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312510088874/
lockheed martin corporation,False,SEC EDGAR,10-Q,2010-07-29,2010-06-27,,11442.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312510170556/
lockheed martin corporation,False,SEC EDGAR,10-Q,2010-10-21,2010-09-26,,11375.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312510233655/
lockheed martin corporation,False,SEC EDGAR,10-Q,2011-04-27,2011-03-27,,10633.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312511112298/
lockheed martin corporation,False,SEC EDGAR,10-Q,2011-07-27,2011-06-26,,11551.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312511199034/
lockheed martin corporation,False,SEC EDGAR,10-Q,2011-10-27,2011-09-25,,12119.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312511284412/
lockheed martin corporation,False,SEC EDGAR,10-Q,2012-04-26,2012-03-25,,11293.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312512186246/
lockheed martin corporation,False,SEC EDGAR,10-Q,2012-07-25,2012-06-24,,11921.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312512314590/
lockheed martin corporation,False,SEC EDGAR,10-Q,2012-10-25,2012-09-30,,11869.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312512435648/
lockheed martin corporation,False,SEC EDGAR,10-Q,2013-04-25,2013-03-31,,11070.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312513170973/
lockheed martin corporation,False,SEC EDGAR,10-Q,2013-07-24,2013-06-30,,11408.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312513300659/
lockheed martin corporation,False,SEC EDGAR,10-Q,2013-10-25,2013-09-29,,11347.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312513410108/
lockheed martin corporation,False,SEC EDGAR,10-Q,2014-04-24,2014-03-30,,10650.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312514155226/
lockheed martin corporation,False,SEC EDGAR,10-Q,2014-07-23,2014-06-29,,11306.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312514276771/
lockheed martin corporation,False,SEC EDGAR,10-Q,2014-10-24,2014-09-28,,11114.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312514380468/
lockheed martin corporation,False,SEC EDGAR,10-Q,2015-04-22,2015-03-29,,10111.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312515141818/
lockheed martin corporation,False,SEC EDGAR,10-Q,2015-07-22,2015-06-28,,11643.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312515259947/
lockheed martin corporation,False,SEC EDGAR,10-Q,2015-10-22,2015-09-27,,11461.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312515350723/
lockheed martin corporation,False,SEC EDGAR,10-Q,2016-04-27,2016-03-27,,11702.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312516559151/
lockheed martin corporation,False,SEC EDGAR,10-Q,2016-07-20,2016-06-26,,12914.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312516652394/
lockheed martin corporation,False,SEC EDGAR,10-Q,2016-10-27,2016-09-25,,11551.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312516749763/
lockheed martin corporation,False,SEC EDGAR,10-Q,2017-04-26,2017-03-26,,11057.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312517139189/
lockheed martin corporation,False,SEC EDGAR,10-Q,2017-07-20,2017-06-25,,12685.0,,https://www.sec.gov/Archives/edgar/data/936468/000119312517232077/
lockheed martin corporation,False,SEC EDGAR,10-Q,2017-10-26,2017-09-24,,12169.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646817000014/
lockheed martin corporation,False,SEC EDGAR,10-Q,2018-04-25,2018-03-25,,11635.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646818000023/
lockheed martin corporation,False,SEC EDGAR,10-Q,2018-07-24,2018-06-24,,13398.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646818000053/
lockheed martin corporation,False,SEC EDGAR,10-Q,2018-10-25,2018-09-30,,14318.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646818000067/
lockheed martin corporation,False,SEC EDGAR,10-Q,2019-04-24,2019-03-31,,14336.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646819000022/
lockheed martin corporation,False,SEC EDGAR,10-Q,2019-07-23,2019-06-30,,14427.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646819000058/
lockheed martin corporation,False,SEC EDGAR,10-Q,2019-10-24,2019-09-29,,15171.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646819000069/
lockheed martin corporation,False,SEC EDGAR,10-Q,2020-04-22,2020-03-29,,15651.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646820000056/
lockheed martin corporation,False,SEC EDGAR,10-Q,2020-07-21,2020-06-28,,16220.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646820000115/
lockheed martin corporation,False,SEC EDGAR,10-Q,2020-10-22,2020-09-27,,16495.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646820000125/
lockheed martin corporation,False,SEC EDGAR,10-Q,2021-04-21,2021-03-28,,16258.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646821000044/
lockheed martin corporation,False,SEC EDGAR,10-Q,2021-07-26,2021-06-27,,17029.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646821000072/
lockheed martin corporation,False,SEC EDGAR,10-Q,2021-10-26,2021-09-26,,16028.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646821000101/
lockheed martin corporation,False,SEC EDGAR,10-Q,2022-04-20,2022-03-27,,14964.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646822000048/
lockheed martin corporation,False,SEC EDGAR,10-Q,2022-07-19,2022-06-26,,15446.0,,https://www.sec.gov/Archives/edgar/data/936468/000093646822000096/
lockheed martin corporation,False,SEC EDGAR,10-Q,2022-10-18,2022-09-25,,16583.0,14463.0,https://www.sec.gov/Archives/edgar/data/936468/000093646822000120/
lockheed martin corporation,False,SEC EDGAR,10-Q,2023-04-18,2023-03-26,,15126.0,13080.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000051/
lockheed martin corporation,False,SEC EDGAR,10-Q,2023-07-19,2023-06-25,,16693.0,14603.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000099/
lockheed martin corporation,False,SEC EDGAR,10-Q,2023-10-17,2023-09-24,,16878.0,14830.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000123/
lockheed martin corporation,False,SEC EDGAR,10-Q,2024-04-23,2024-03-31,,17195.0,15202.0,https://www.sec.gov/Archives/edgar/data/936468/000093646824000052/
lockheed martin corporation,False,SEC EDGAR,10-Q,2024-07-23,2024-06-30,,18122.0,15992.0,https://www.sec.gov/Archives/edgar/data/936468/000093646824000095/
lockheed martin corporation,False,SEC EDGAR,10-Q,2024-10-22,2024-09-29,,17104.0,14987.0,https://www.sec.gov/Archives/edgar/data/936468/000093646824000110/
lockheed martin corporation,False,SEC EDGAR,10-Q,2025-04-22,2025-03-30,,17963.0,15640.0,https://www.sec.gov/Archives/edgar/data/936468/000093646825000035/
lockheed martin corporation,False,SEC EDGAR,10-Q,2025-07-22,2025-06-29,,18155.0,17421.0,https://www.sec.gov/Archives/edgar/data/936468/000162828025035565/
lockheed martin corporation,False,SEC EDGAR,10-Q,2025-10-21,2025-09-28,,18609.0,16369.0,https://www.sec.gov/Archives/edgar/data/936468/000162828025045693/
